Ticker,Sector
PRTS,Consumer Discretionary
PRVA,Health Care
PSHG,Industrials
PSIX,Industrials
PSMT,Consumer Staples
PSNL,Health Care
PSTV,Health Care
PTC,Information Technology
PTCT,Health Care
PTEN,Energy
PTGX,Health Care
PTLO,Consumer Discretionary
PTON,Consumer Discretionary
PUBM,Communication Services
PULM,Health Care
PWP,Financials
PXLW,Information Technology
PXS,Industrials
PYPL,Financials
PZZA,Consumer Discretionary
QCOM,Information Technology
QDEL,Health Care
QIPT,Health Care
QLYS,Information Technology
QMCO,Information Technology
QNST,Communication Services
QRHC,Industrials
QRVO,Information Technology
QSI,Health Care
QTRX,Health Care
QUBT,Information Technology
QUIK,Information Technology
QVCGA,Consumer Discretionary
RAIL,Industrials
RANI,Health Care
RARE,Health Care
RAVE,Consumer Discretionary
RBBN,Information Technology
RCAT,Industrials
RCEL,Health Care
RCKY,Consumer Discretionary
RCMT,Industrials
RDFN,Real Estate
RDI,Consumer Discretionary
RDIB,Consumer Discretionary
RDNT,Health Care
RDUS,Health Care
RDVT,Information Technology
REAL,Real Estate
REAX,Real Estate
REBN,Consumer Discretionary
REFR,Information Technology
REG,Real Estate
REGN,Health Care
REKR,Information Technology
RELI,Financials
RELL,Information Technology
RELY,Information Technology
RENT,Consumer Discretionary
REYN,Consumer Staples
RFIL,Information Technology
RGCO,Utilities
RGEN,Health Care
RGLD,Materials
RGNX,Health Care
RGP,Industrials
RGS,Consumer Discretionary
RGTI,Information Technology
RHLD,Health Care
RICK,Consumer Discretionary
RIGL,Health Care
RILY,Financials
RIME,Consumer Discretionary
RIOT,Information Technology
RIVN,Consumer Discretionary
RKDA,Consumer Staples
RKLB,Industrials
RLAY,Health Care
RLYB,Health Care
RMBL,Consumer Discretionary
RMBS,Information Technology
RMCF,Consumer Staples
RMCO,Financials
RMNI,Information Technology
RMR,Real Estate
RMTI,Health Care
RNA,Health Care
RNAC,Health Care
RNXT,Health Care
ROAD,Industrials
ROCK,Industrials
ROIV,Health Care
ROKU,Communication Services
ROP,Industrials
ROST,Consumer Discretionary
RPAY,Information Technology
RPD,Information Technology
RPID,Health Care
RPTX,Health Care
RR,Consumer Discretionary
RRGB,Consumer Discretionary
RRR,Consumer Discretionary
RSLS,Health Care
RSVR,Communication Services
RUM,Information Technology
RUN,Industrials
RUSHA,Consumer Discretionary
RUSHB,Consumer Discretionary
RVYL,Information Technology
RXRX,Health Care
RXST,Health Care
RXT,Information Technology
RYTM,Health Care
SABR,Information Technology
SABS,Health Care
SAGE,Health Care
SAIA,Industrials
SAIC,Information Technology
SAIL,Information Technology
SAMG,Financials
SANG,Information Technology
SANM,Information Technology
SANW,Consumer Staples
SATL,Industrials
SATS,Communication Services
SBAC,Real Estate
SBC,Health Care
SBET,Consumer Discretionary
SBFM,Health Care
SBGI,Communication Services
SBLK,Industrials
SBRA,Real Estate
SBUX,Consumer Discretionary
SCHL,Communication Services
SCKT,Information Technology
SCLX,Health Care
SCNX,Health Care
SCOR,Communication Services
SCPH,Health Care
SCSC,Information Technology
SCVL,Consumer Discretionary
SCWO,Industrials
SCYX,Health Care
SDGR,Health Care
SDOT,Consumer Discretionary
SEAT,Communication Services
SEDG,Information Technology
SEER,Health Care
SEIC,Financials
SELF,Real Estate
SENEA,Consumer Staples
SENEB,Consumer Staples
SEPN,Health Care
SERA,Health Care
SERV,Consumer Discretionary
SEZL,Financials
SFD,Consumer Staples
SFIX,Consumer Discretionary
SFM,Consumer Staples
SGA,Communication Services
SGBX,Industrials
SGC,Consumer Discretionary
SGD,Financials
SGHT,Health Care
SGLY,Industrials
SGMA,Information Technology
SGML,Materials
SGMO,Health Care
SGRP,Industrials
SGRY,Health Care
SHC,Health Care
SHEN,Communication Services
SHIM,Industrials
SHIP,Industrials
SHLS,Industrials
SHOO,Consumer Discretionary
SHOT,Consumer Staples
SHYF,Industrials
SIBN,Health Care
SIDU,Industrials
SIEB,Financials
SIGA,Health Care
SILO,Health Care
SINT,Health Care
SIRI,Communication Services
SISI,Consumer Staples
SITM,Information Technology
SKIN,Consumer Discretionary
SKYT,Information Technology
SKYW,Industrials
SKYX,Industrials
SLAB,Information Technology
SLDP,Energy
SLE,Consumer Discretionary
SLNG,Energy
SLNH,Health Care
SLP,Health Care
SLSN,Health Care
SMCI,Information Technology
SMID,Materials
SMLR,Health Care
SMPL,Consumer Staples
SMSI,Information Technology
SMTC,Information Technology
SMTI,Health Care
SMTK,Health Care
SMXT,Industrials
SNAL,Information Technology
SNBR,Consumer Discretionary
SNCR,Information Technology
SNCY,Industrials
SND,Materials
SNDL,Consumer Staples
SNDX,Health Care
SNES,Industrials
SNEX,Financials
SNGX,Health Care
SNOA,Health Care
SNPS,Information Technology
SNWV,Health Care
SNYR,Health Care
SOBR,Information Technology
SOHO,Real Estate
SOND,Consumer Discretionary
SONM,Information Technology
SONN,Health Care
SONO,Consumer Discretionary
SOPA,Information Technology
SOTK,Information Technology
SOUN,Information Technology
SOWG,Health Care
SPAI,Information Technology
SPNS,Information Technology
SPOK,Communication Services
SPRO,Health Care
SPRY,Health Care
SPSC,Information Technology
SPT,Information Technology
SPTN,Consumer Staples
SPWH,Consumer Discretionary
SQFT,Real Estate
SRDX,Health Care
SRM,Consumer Discretionary
SRPT,Health Care
SRTS,Health Care
SRZN,Health Care
SSII,Industrials
SSKN,Health Care
SSNC,Information Technology
SSP,Communication Services
SSRM,Materials
SSTI,Information Technology
SSYS,Information Technology
STAA,Health Care
STEP,Financials
STGW,Communication Services
STIM,Health Care
STKL,Consumer Staples
STKS,Consumer Discretionary
STLD,Materials
STNE,Information Technology
STOK,Health Care
STRA,Consumer Discretionary
STRL,Industrials
STRM,Health Care
STRO,Health Care
STRR,Health Care
STRS,Real Estate
STRT,Consumer Discretionary
STTK,Health Care
SUNE,Health Care
SUPN,Health Care
SURG,Health Care
SUUN,Energy
SVCO,Information Technology
SWAG,Communication Services
SWBI,Consumer Discretionary
SWIM,Consumer Discretionary
SWKH,Financials
SWKS,Information Technology
SWTX,Health Care
SXTP,Health Care
SYNA,Information Technology
SYPR,Industrials
SYTA,Communication Services
TACT,Information Technology
TAIT,Information Technology
TARS,Health Care
TASK,Information Technology
TBCH,Consumer Staples
TBH,Consumer Discretionary
TBRG,Information Technology
TCMD,Health Care
TCRT,Health Care
TCRX,Health Care
TCX,Information Technology
TDUP,Consumer Discretionary
TEAM,Information Technology
TECH,Health Care
TELA,Health Care
TEM,Information Technology
TENB,Information Technology
TER,Information Technology
TGL,Consumer Discretionary
TGTX,Health Care
TH,Information Technology
THRM,Consumer Discretionary
THRY,Communication Services
THTX,Health Care
TIGO,Communication Services
TILE,Industrials
TITN,Industrials
TIVC,Health Care
TKNO,Health Care
TLF,Consumer Discretionary
TLN,Utilities
TLPH,Health Care
TLRY,Health Care
TLS,Information Technology
TLSI,Health Care
TMCI,Health Care
TMDX,Health Care
TMUS,Communication Services
TNDM,Health Care
TNGX,Health Care
TNON,Health Care
TNXP,Health Care
TOI,Health Care
TOMZ,Industrials
TORO,Industrials
TPCS,Industrials
TPIC,Industrials
TRDA,Health Care
TREE,Financials
TRI,Industrials
TRIP,Consumer Discretionary
TRMB,Information Technology
TRMD,Industrials
TRNR,Consumer Discretionary
TRNS,Industrials
TRS,Industrials
TRUE,Financials
TRUG,Consumer Discretionary
TRUP,Financials
TSAT,Communication Services
TSCO,Consumer Discretionary
TSHA,Health Care
TSLA,Consumer Discretionary
TSSI,Industrials
TTAN,Consumer Staples
TTD,Communication Services
TTEC,Information Technology
TTEK,Industrials
TTGT,Communication Services
TTMI,Information Technology
TTSH,Consumer Discretionary
TTWO,Communication Services
TUSK,Energy
TVTX,Health Care
TWIN,Industrials
TWNP,Health Care
TWST,Health Care
TXG,Health Care
TXMD,Health Care
TXN,Information Technology
TXRH,Consumer Discretionary
TYGO,Information Technology
TZOO,Consumer Discretionary
TZUP,Consumer Discretionary
UAL,Industrials
UCTT,Information Technology
UDMY,Consumer Discretionary
UEIC,Information Technology
UFPI,Industrials
UFPT,Health Care
UGRO,Industrials
UHG,Consumer Discretionary
ULBI,Industrials
ULCC,Industrials
ULH,Industrials
ULTA,Consumer Discretionary
ULY,Information Technology
UNIT,Real Estate
UONE,Communication Services
UONEK,Communication Services
UPB,Industrials
UPBD,Consumer Discretionary
UPLD,Information Technology
UPWK,Industrials
UPXI,Consumer Staples
URBN,Consumer Discretionary
USEA,Industrials
USEG,Energy
USIO,Information Technology
USLM,Materials
UTHR,Health Care
VALU,Financials
VC,Consumer Discretionary
VCEL,Health Care
VCTR,Financials
VCYT,Health Care
VECO,Information Technology
VEEA,Information Technology
VEEE,Consumer Discretionary
VERB,Communication Services
VERI,Information Technology
VERO,Health Care
VERU,Health Care
VERV,Health Care
VERX,Information Technology
VFF,Consumer Staples
VIAV,Information Technology
VICR,Information Technology
VINP,Financials
VIR,Health Care
VIRC,Industrials
VIRT,Financials
VITL,Consumer Staples
VIVK,Energy
VIVS,Health Care
VLCN,Consumer Discretionary
VLGEA,Consumer Staples
VMAR,Consumer Discretionary
VMD,Health Care
VMEO,Communication Services
VNDA,Health Care
VNOM,Energy
VRA,Consumer Discretionary
VRAR,Information Technology
VRCA,Health Care
VRDN,Health Care
VREX,Health Care
VRM,Consumer Discretionary
VRME,Information Technology
VRNS,Information Technology
VRNT,Information Technology
VRRM,Industrials
VRSK,Industrials
VRSN,Information Technology
VRTX,Health Care
VS,Information Technology
VSAT,Information Technology
VSEC,Industrials
VSEE,Health Care
VSTM,Health Care
VTGN,Health Care
VTRS,Health Care
VTSI,Industrials
VTVT,Health Care
VUZI,Information Technology
VVOS,Health Care
VXRT,Health Care
VYGR,Health Care
VYNE,Health Care
WATT,Information Technology
WAY,Information Technology
WBA,Consumer Staples
WBD,Communication Services
WBTN,Information Technology
WDAY,Information Technology
WDFC,Materials
WEN,Consumer Discretionary
WERN,Industrials
WEST,Financials
WETH,Information Technology
WEYS,Consumer Discretionary
WFCF,Information Technology
WGRX,Unknown
WGS,Health Care
WHLR,Real Estate
WHWK,Industrials
WINA,Consumer Discretionary
WING,Consumer Discretionary
WKHS,Consumer Discretionary
WKSP,Consumer Discretionary
WLDN,Industrials
WLFC,Industrials
WMG,Communication Services
WOOF,Consumer Discretionary
WORX,Consumer Discretionary
WPRT,Industrials
WRAP,Industrials
WSC,Industrials
WULF,Financials
WVVI,Consumer Staples
WWD,Industrials
WYNN,Consumer Discretionary
XAGE,Health Care
XAIR,Health Care
XBP,Information Technology
XEL,Utilities
XELB,Consumer Discretionary
XENE,Health Care
XERS,Health Care
XFOR,Health Care
XGN,Health Care
XHLD,Consumer Discretionary
XLO,Health Care
XMTR,Industrials
XNCR,Health Care
XOMA,Health Care
XOS,Industrials
XP,Financials
XPEL,Consumer Discretionary
XPON,Industrials
XRAY,Health Care
XRX,Information Technology
XTIA,Information Technology
XWEL,Health Care
XXII,Consumer Staples
YHC,Health Care
YHGJ,Real Estate
YMAB,Health Care
YORW,Utilities
YOSH,Consumer Discretionary
ZBIO,Health Care
ZBRA,Information Technology
ZD,Information Technology
ZENV,Information Technology
ZEO,Energy
ZEUS,Materials
ZG,Real Estate
ZIMV,Health Care
ZM,Information Technology
ZNTL,Health Care
ZS,Information Technology
ZTEK,Information Technology
ZUMZ,Consumer Discretionary
ZVRA,Health Care
ZYME,Health Care
ZYXI,Health Care
